run_id,point_id,r_couple,rleak,nominal_pass,band_pass,overall_pass,spike_count,mem_max_v,first_spike_ns,tran_maxstep,raw_dir,result_file,spectre_log,ocean_log
20260203_204241,rcouple_6k_rleak_6M,6k,6M,PASS,PASS,PASS,11,0.821,47.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_6M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_6M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_6M/ocean.log"
20260203_204241,rcouple_6k_rleak_8M,6k,8M,PASS,PASS,PASS,11,0.821,47.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_8M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_8M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_8M/ocean.log"
20260203_204241,rcouple_6k_rleak_10M,6k,10M,PASS,PASS,PASS,11,0.821,47.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_10M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_10M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_6k_rleak_10M/ocean.log"
20260203_204241,rcouple_8k_rleak_6M,8k,6M,PASS,PASS,PASS,11,0.818,47.500,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_6M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_6M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_6M/ocean.log"
20260203_204241,rcouple_8k_rleak_8M,8k,8M,PASS,PASS,PASS,11,0.818,47.500,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_8M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_8M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_8M/ocean.log"
20260203_204241,rcouple_8k_rleak_10M,8k,10M,PASS,PASS,PASS,11,0.818,47.500,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_10M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_10M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_8k_rleak_10M/ocean.log"
20260203_204241,rcouple_10k_rleak_6M,10k,6M,PASS,PASS,PASS,11,0.816,48.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_6M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_6M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_6M/ocean.log"
20260203_204241,rcouple_10k_rleak_8M,10k,8M,PASS,PASS,PASS,11,0.816,48.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_8M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_8M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_8M/ocean.log"
20260203_204241,rcouple_10k_rleak_10M,10k,10M,PASS,PASS,PASS,11,0.816,48.000,100p,"/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_10M/neuron_tile.raw","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_10M/neuron_tile_test.txt","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuron_tile/sweeps/20260203_204241/rcouple_10k_rleak_10M/ocean.log"
